Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,9
P6xSC_P26_C1_198,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,54
P6xSC_P27_C2_182,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,228
P6xSC_P27_C2_182,Ca21chr1_C_albicans_SC5314,343770,151196,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:151196,309
P6xSC_P27_C2_182,Ca21chr2_C_albicans_SC5314,1368504,1336271,32233,Ca21chr2_C_albicans_SC5314:1368504,Ca21chr2_C_albicans_SC5314:1336271,2012
P6xSC_P27_C2_182,Ca21chr2_C_albicans_SC5314,1336271,8421,1336271,Ca21chr2_C_albicans_SC5314:1336271,Ca21chr2_C_albicans_SC5314:8421,2499
P6xSC_P27_C2_182,Ca21chr4_C_albicans_SC5314,330385,223923,106462,Ca21chr4_C_albicans_SC5314:330385,Ca21chr4_C_albicans_SC5314:223923,2467
P6xSC_P27_C2_182,Ca21chr4_C_albicans_SC5314,223923,220402,223923,Ca21chr4_C_albicans_SC5314:223923,Ca21chr4_C_albicans_SC5314:220402,2499
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,936422,780168,156254,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:780168,2003
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,780168,762439,17729,Ca21chr6_C_albicans_SC5314:780168,Ca21chr6_C_albicans_SC5314:762439,2007
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,762439,643004,119435,Ca21chr6_C_albicans_SC5314:762439,Ca21chr6_C_albicans_SC5314:643004,2074
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2076
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2082
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2092
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2191
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2241
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2532
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2540
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2614
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,9
P6xSC_P27_C2_182,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,54
P6xSC_P28_C3_166,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,54
P6xSC_P28_C3_166,Ca21chr1_C_albicans_SC5314,343770,151196,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:151196,228
P6xSC_P28_C3_166,Ca21chr1_C_albicans_SC5314,2282805,2309057,26252,Ca21chr1_C_albicans_SC5314:2282805,Ca21chr1_C_albicans_SC5314:2309057,2467
P6xSC_P28_C3_166,Ca21chr1_C_albicans_SC5314,2309057,3177404,880943,Ca21chr1_C_albicans_SC5314:2309057,Ca21chr1_C_albicans_SC5314:3177404,449
P6xSC_P28_C3_166,Ca21chr2_C_albicans_SC5314,1368504,1347002,21502,Ca21chr2_C_albicans_SC5314:1368504,Ca21chr2_C_albicans_SC5314:1347002,2003
P6xSC_P28_C3_166,Ca21chr2_C_albicans_SC5314,1347002,8421,1347002,Ca21chr2_C_albicans_SC5314:1347002,Ca21chr2_C_albicans_SC5314:8421,2467
P6xSC_P28_C3_166,Ca21chr4_C_albicans_SC5314,1588018,1591307,3289,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2191
P6xSC_P28_C3_166,Ca21chr4_C_albicans_SC5314,1588018,1591307,8693,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2191
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,936422,780168,156254,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:780168,2003
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,780168,762439,17729,Ca21chr6_C_albicans_SC5314:780168,Ca21chr6_C_albicans_SC5314:762439,2007
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,762439,643004,119435,Ca21chr6_C_albicans_SC5314:762439,Ca21chr6_C_albicans_SC5314:643004,2074
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2076
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2082
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2092
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2191
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2241
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2532
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2540
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2614
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,9
P6xSC_P28_C3_166,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,89
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,1996
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,2003
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2007
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2028
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2039
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,462156,183165,278991,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:183165,2169
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,183165,122164,61001,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:122164,2191
P6xSC_P29_C4_150,Ca21chr6_C_albicans_SC5314,122164,16572,122164,Ca21chr6_C_albicans_SC5314:122164,Ca21chr6_C_albicans_SC5314:16572,2307
P6xSC_P2_A1_194,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,209
P6xSC_P2_A1_194,Ca21chr1_C_albicans_SC5314,343770,140213,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:140213,350
P6xSC_P2_A1_194,Ca21chr2_C_albicans_SC5314,369569,296487,73082,Ca21chr2_C_albicans_SC5314:369569,Ca21chr2_C_albicans_SC5314:296487,2445
P6xSC_P2_A1_194,Ca21chr2_C_albicans_SC5314,296487,8421,296487,Ca21chr2_C_albicans_SC5314:296487,Ca21chr2_C_albicans_SC5314:8421,2532
P6xSC_P2_A1_194,Ca21chr4_C_albicans_SC5314,1588018,1591307,3289,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2191
P6xSC_P2_A1_194,Ca21chr4_C_albicans_SC5314,1588018,1591307,8693,Ca21chr4_C_albicans_SC5314:1588018,Ca21chr4_C_albicans_SC5314:1591307,2191
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,936422,780168,156254,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:780168,2003
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,780168,762439,17729,Ca21chr6_C_albicans_SC5314:780168,Ca21chr6_C_albicans_SC5314:762439,2007
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,762439,643004,119435,Ca21chr6_C_albicans_SC5314:762439,Ca21chr6_C_albicans_SC5314:643004,2074
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,643004,615807,27197,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:615807,2076
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,615807,602948,12859,Ca21chr6_C_albicans_SC5314:615807,Ca21chr6_C_albicans_SC5314:602948,2082
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2092
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2191
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2241
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2523
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2532
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2604
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2618
P6xSC_P2_A1_194,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,53
P6xSC_P31_C6_132,Ca21chr1_C_albicans_SC5314,1679932,1768491,88559,Ca21chr1_C_albicans_SC5314:1679932,Ca21chr1_C_albicans_SC5314:1768491,1992
P6xSC_P31_C6_132,Ca21chr1_C_albicans_SC5314,1768491,2200247,431756,Ca21chr1_C_albicans_SC5314:1768491,Ca21chr1_C_albicans_SC5314:2200247,2082
P6xSC_P31_C6_132,Ca21chr1_C_albicans_SC5314,2200247,2210455,10208,Ca21chr1_C_albicans_SC5314:2200247,Ca21chr1_C_albicans_SC5314:2210455,2090
P6xSC_P31_C6_132,Ca21chr1_C_albicans_SC5314,2210455,3177404,979545,Ca21chr1_C_albicans_SC5314:2210455,Ca21chr1_C_albicans_SC5314:3177404,46
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,1996
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,608422,514584,93838,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:514584,2003
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2007
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,462156,183165,278991,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:183165,2077
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,183165,122164,61001,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:122164,2082
P6xSC_P31_C6_132,Ca21chr6_C_albicans_SC5314,122164,16572,122164,Ca21chr6_C_albicans_SC5314:122164,Ca21chr6_C_albicans_SC5314:16572,2092
P6xSC_P32_C7_160,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,1992
P6xSC_P32_C7_160,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,1996
P6xSC_P32_C7_160,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2007
P6xSC_P32_C7_160,Ca21chr6_C_albicans_SC5314,587007,183165,403842,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:183165,2112
P6xSC_P32_C7_160,Ca21chr6_C_albicans_SC5314,183165,146907,36258,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:146907,2145
P6xSC_P32_C7_160,Ca21chr6_C_albicans_SC5314,146907,16572,146907,Ca21chr6_C_albicans_SC5314:146907,Ca21chr6_C_albicans_SC5314:16572,2191
P6xSC_P33_C8_118,Ca21chr1_C_albicans_SC5314,1907990,1939330,31340,Ca21chr1_C_albicans_SC5314:1907990,Ca21chr1_C_albicans_SC5314:1939330,2012
P6xSC_P33_C8_118,Ca21chr1_C_albicans_SC5314,1939330,2200247,260917,Ca21chr1_C_albicans_SC5314:1939330,Ca21chr1_C_albicans_SC5314:2200247,2090
P6xSC_P33_C8_118,Ca21chr1_C_albicans_SC5314,2200247,2210455,10208,Ca21chr1_C_albicans_SC5314:2200247,Ca21chr1_C_albicans_SC5314:2210455,2092
P6xSC_P33_C8_118,Ca21chr1_C_albicans_SC5314,2210455,3177404,979545,Ca21chr1_C_albicans_SC5314:2210455,Ca21chr1_C_albicans_SC5314:3177404,309
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,2025
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,2028
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2069
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2077
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2082
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2307
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2308
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2421
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2445
P6xSC_P33_C8_118,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,2532
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,355539,343770,11769,Ca21chr1_C_albicans_SC5314:355539,Ca21chr1_C_albicans_SC5314:343770,2618
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,343770,140213,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:140213,46
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,1972997,1988806,15809,Ca21chr1_C_albicans_SC5314:1972997,Ca21chr1_C_albicans_SC5314:1988806,2069
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,1988806,2200247,211441,Ca21chr1_C_albicans_SC5314:1988806,Ca21chr1_C_albicans_SC5314:2200247,2181
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,2200247,2210455,10208,Ca21chr1_C_albicans_SC5314:2200247,Ca21chr1_C_albicans_SC5314:2210455,2191
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,2210455,2219548,9093,Ca21chr1_C_albicans_SC5314:2210455,Ca21chr1_C_albicans_SC5314:2219548,2307
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,2219548,2220634,1086,Ca21chr1_C_albicans_SC5314:2219548,Ca21chr1_C_albicans_SC5314:2220634,2308
P6xSC_P34_C9_132,Ca21chr1_C_albicans_SC5314,2220634,3177404,969366,Ca21chr1_C_albicans_SC5314:2220634,Ca21chr1_C_albicans_SC5314:3177404,410
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,2028
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,2039
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2074
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2082
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2090
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2308
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2367
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2421
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2445
P6xSC_P34_C9_132,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,2532
P6xSC_P35_C10_146,Ca21chr1_C_albicans_SC5314,367868,343770,24098,Ca21chr1_C_albicans_SC5314:367868,Ca21chr1_C_albicans_SC5314:343770,2425
P6xSC_P35_C10_146,Ca21chr1_C_albicans_SC5314,343770,140213,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:140213,2467
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,2003
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,2007
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2012
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2039
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2069
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2112
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2145
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,204486,183165,21321,Ca21chr6_C_albicans_SC5314:204486,Ca21chr6_C_albicans_SC5314:183165,2191
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,183165,172638,10527,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:172638,2241
P6xSC_P35_C10_146,Ca21chr6_C_albicans_SC5314,172638,16572,172638,Ca21chr6_C_albicans_SC5314:172638,Ca21chr6_C_albicans_SC5314:16572,2367
P6xSC_P36_C11_158,Ca21chr1_C_albicans_SC5314,367868,343770,24098,Ca21chr1_C_albicans_SC5314:367868,Ca21chr1_C_albicans_SC5314:343770,2407
P6xSC_P36_C11_158,Ca21chr1_C_albicans_SC5314,343770,151196,343770,Ca21chr1_C_albicans_SC5314:343770,Ca21chr1_C_albicans_SC5314:151196,2425
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,1992
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,1996
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2003
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2025
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2028
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,462156,183165,278991,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:183165,2092
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,183165,122164,61001,Ca21chr6_C_albicans_SC5314:183165,Ca21chr6_C_albicans_SC5314:122164,2112
P6xSC_P36_C11_158,Ca21chr6_C_albicans_SC5314,122164,23871,122164,Ca21chr6_C_albicans_SC5314:122164,Ca21chr6_C_albicans_SC5314:23871,2145
P6xSC_P37_C12_120,Ca21chr1_C_albicans_SC5314,1679932,1768491,88559,Ca21chr1_C_albicans_SC5314:1679932,Ca21chr1_C_albicans_SC5314:1768491,1596
P6xSC_P37_C12_120,Ca21chr1_C_albicans_SC5314,1768491,3177404,1421509,Ca21chr1_C_albicans_SC5314:1768491,Ca21chr1_C_albicans_SC5314:3177404,244
P6xSC_P37_C12_120,Ca21chr5_C_albicans_SC5314,1115660,1118424,2764,Ca21chr5_C_albicans_SC5314:1115660,Ca21chr5_C_albicans_SC5314:1118424,2466
P6xSC_P37_C12_120,Ca21chr5_C_albicans_SC5314,1118424,1175162,71576,Ca21chr5_C_albicans_SC5314:1118424,Ca21chr5_C_albicans_SC5314:1175162,2467
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,936425,936422,3,Ca21chr6_C_albicans_SC5314:936425,Ca21chr6_C_albicans_SC5314:936422,432
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,936422,643004,293418,Ca21chr6_C_albicans_SC5314:936422,Ca21chr6_C_albicans_SC5314:643004,2025
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,643004,608422,34582,Ca21chr6_C_albicans_SC5314:643004,Ca21chr6_C_albicans_SC5314:608422,2028
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,608422,602948,5474,Ca21chr6_C_albicans_SC5314:608422,Ca21chr6_C_albicans_SC5314:602948,2039
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,602948,587007,15941,Ca21chr6_C_albicans_SC5314:602948,Ca21chr6_C_albicans_SC5314:587007,2074
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,587007,514584,72423,Ca21chr6_C_albicans_SC5314:587007,Ca21chr6_C_albicans_SC5314:514584,2082
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,514584,462156,52428,Ca21chr6_C_albicans_SC5314:514584,Ca21chr6_C_albicans_SC5314:462156,2090
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,462156,217785,244371,Ca21chr6_C_albicans_SC5314:462156,Ca21chr6_C_albicans_SC5314:217785,2308
P6xSC_P37_C12_120,Ca21chr6_C_albicans_SC5314,217785,204486,13299,Ca21chr6_C_albicans_SC5314:217785,Ca21chr6_C_albicans_SC5314:204486,2367
