strain,chr,start.pos,length,prop.o.arm,arm
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,1203812,1167395,0.2313,left
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,1167395,539522,0.2545,left
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,539522,530998,0.6555,left
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,530998,73201,0.6609,left
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,1864232,1912544,0.1844,right
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,1912544,2173087,0.2141,right
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,2173087,2211986,0.3744,right
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,2211986,2776315,0.3983,right
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,2776315,2910094,0.7455,right
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,2910094,3153582,0.8278,right
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,3153582,3177404,0.9776,right
529LxSC_P49_D12_200,Ca21chr1_C_albicans_SC5314,3153582,3177404,0.9776,right
529LxSC_P49_D12_200,Ca21chr2_C_albicans_SC5314,1536883,1530971,0.2038,left
529LxSC_P49_D12_200,Ca21chr2_C_albicans_SC5314,1530971,186988,0.2068,left
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,581101,570282,0.2969,left
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,570282,501530,0.31,left
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,501530,493669,0.3932,left
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,493669,62829,0.4027,left
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,1506534,1530626,0.699,right
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,1530626,1611373,0.7237,right
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,1611373,1627306,0.8066,right
529LxSC_P49_D12_200,Ca21chr3_C_albicans_SC5314,1627306,1784358,0.8229,right
529LxSC_P49_D12_200,Ca21chr5_C_albicans_SC5314,1036717,1043059,0.787,right
529LxSC_P49_D12_200,Ca21chr5_C_albicans_SC5314,1043059,1046449,0.7959,right
529LxSC_P49_D12_200,Ca21chr5_C_albicans_SC5314,1046449,1053585,0.8006,right
529LxSC_P49_D12_200,Ca21chr5_C_albicans_SC5314,1053585,1118424,0.8105,right
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,608422,602441,0.3816,left
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,602441,383519,0.3876,left
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,383519,243947,0.6102,left
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,243947,127606,0.752,left
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,127606,86959,0.8703,left
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,86959,80198,0.9116,left
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,80198,69486,0.9185,left
529LxSC_P49_D12_200,Ca21chr6_C_albicans_SC5314,69486,10035,0.9294,left
529LxSC_P49_D12_200,Ca21chrR_C_albicans_SC5314,1397735,1384740,0.2002,left
529LxSC_P49_D12_200,Ca21chrR_C_albicans_SC5314,1384740,499600,0.2077,left
529LxSC_P49_D12_200,Ca21chrR_C_albicans_SC5314,499600,400679,0.7141,left
529LxSC_P49_D12_200,Ca21chrR_C_albicans_SC5314,400679,180139,0.7707,left
529LxSC_P49_D12_200,Ca21chrR_C_albicans_SC5314,180139,143037,0.8969,left
529LxSC_P49_D12_200,Ca21chrR_C_albicans_SC5314,143037,50691,0.9182,left
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,993496,958289,0.3656,left
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,958289,26100,0.3881,left
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,2776315,2910094,0.7455,right
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,2910094,3177404,0.8278,right
529LxSC_P52_E3_154,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P52_E3_154,Ca21chr6_C_albicans_SC5314,178358,172638,0.8187,left
529LxSC_P52_E3_154,Ca21chr6_C_albicans_SC5314,172638,10035,0.8245,left
529LxSC_P52_E3_154,Ca21chrR_C_albicans_SC5314,1838455,1917093,0.1708,right
529LxSC_P52_E3_154,Ca21chrR_C_albicans_SC5314,1917093,2284695,0.3152,right
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,993496,958289,0.3656,left
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,958289,26100,0.3881,left
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,2776315,2910094,0.7455,right
529LxSC_P52_E3_154,Ca21chr1_C_albicans_SC5314,2910094,3177404,0.8278,right
529LxSC_P52_E3_154,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P52_E3_154,Ca21chr6_C_albicans_SC5314,178358,172638,0.8187,left
529LxSC_P52_E3_154,Ca21chr6_C_albicans_SC5314,172638,10035,0.8245,left
529LxSC_P52_E3_154,Ca21chrR_C_albicans_SC5314,1838455,1917093,0.1708,right
529LxSC_P52_E3_154,Ca21chrR_C_albicans_SC5314,1917093,2284695,0.3152,right
529LxSC_P53_E4_170,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P53_E4_170,Ca21chr1_C_albicans_SC5314,79447,73201,0.9493,left
529LxSC_P53_E4_170,Ca21chr4_C_albicans_SC5314,1505052,1568599,0.8432,right
529LxSC_P53_E4_170,Ca21chr4_C_albicans_SC5314,1505052,1568599,0.8432,right
529LxSC_P53_E4_170,Ca21chr5_C_albicans_SC5314,562030,566688,0.1275,right
529LxSC_P53_E4_170,Ca21chr5_C_albicans_SC5314,566688,1095790,0.134,right
529LxSC_P53_E4_170,Ca21chr1_C_albicans_SC5314,87688,79447,0.944,left
529LxSC_P53_E4_170,Ca21chr1_C_albicans_SC5314,79447,73201,0.9493,left
529LxSC_P53_E4_170,Ca21chr4_C_albicans_SC5314,1505052,1568599,0.8432,right
529LxSC_P53_E4_170,Ca21chr4_C_albicans_SC5314,1505052,1568599,0.8432,right
529LxSC_P53_E4_170,Ca21chr5_C_albicans_SC5314,562030,566688,0.1275,right
529LxSC_P53_E4_170,Ca21chr5_C_albicans_SC5314,566688,1095790,0.134,right
529LxSC_P57_E8_138,Ca21chr3_C_albicans_SC5314,1119323,1199648,0.3019,right
529LxSC_P57_E8_138,Ca21chr3_C_albicans_SC5314,1199648,1784358,0.3843,right
529LxSC_P57_E8_138,Ca21chr5_C_albicans_SC5314,536536,1095790,0.0921,right
529LxSC_P57_E8_138,Ca21chr3_C_albicans_SC5314,1119323,1199648,0.3019,right
529LxSC_P57_E8_138,Ca21chr3_C_albicans_SC5314,1199648,1784358,0.3843,right
529LxSC_P57_E8_138,Ca21chr5_C_albicans_SC5314,536536,1095790,0.0921,right
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,1203812,1187227,0.2313,left
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,1187227,87688,0.2419,left
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,87688,36877,0.944,left
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,87688,36877,0.944,left
529LxSC_P59_E10_170,Ca21chr2_C_albicans_SC5314,1803649,1795919,0.0656,left
529LxSC_P59_E10_170,Ca21chr2_C_albicans_SC5314,1795919,186988,0.0696,left
529LxSC_P59_E10_170,Ca21chr3_C_albicans_SC5314,1119323,1199648,0.3019,right
529LxSC_P59_E10_170,Ca21chr3_C_albicans_SC5314,1199648,1784358,0.3843,right
529LxSC_P59_E10_170,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P59_E10_170,Ca21chr6_C_albicans_SC5314,462896,10035,0.5295,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,261266,255788,0.3906,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,255788,243279,0.4034,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,243279,224765,0.4325,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,224765,143521,0.4757,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,143521,75902,0.6652,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,75902,67821,0.823,left
529LxSC_P59_E10_170,Ca21chrR_C_albicans_SC5314,723905,681063,0.5858,left
529LxSC_P59_E10_170,Ca21chrR_C_albicans_SC5314,681063,50691,0.6103,left
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,1203812,1187227,0.2313,left
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,1187227,87688,0.2419,left
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,87688,36877,0.944,left
529LxSC_P59_E10_170,Ca21chr1_C_albicans_SC5314,87688,36877,0.944,left
529LxSC_P59_E10_170,Ca21chr2_C_albicans_SC5314,1803649,1795919,0.0656,left
529LxSC_P59_E10_170,Ca21chr2_C_albicans_SC5314,1795919,186988,0.0696,left
529LxSC_P59_E10_170,Ca21chr3_C_albicans_SC5314,1119323,1199648,0.3019,right
529LxSC_P59_E10_170,Ca21chr3_C_albicans_SC5314,1199648,1784358,0.3843,right
529LxSC_P59_E10_170,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P59_E10_170,Ca21chr6_C_albicans_SC5314,462896,10035,0.5295,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,261266,255788,0.3906,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,255788,243279,0.4034,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,243279,224765,0.4325,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,224765,143521,0.4757,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,143521,75902,0.6652,left
529LxSC_P59_E10_170,Ca21chr7_C_albicans_SC5314,75902,67821,0.823,left
529LxSC_P59_E10_170,Ca21chrR_C_albicans_SC5314,723905,681063,0.5858,left
529LxSC_P59_E10_170,Ca21chrR_C_albicans_SC5314,681063,50691,0.6103,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1435380,1397640,0.0834,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1397640,1395146,0.1075,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1395146,1312822,0.1091,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1312822,1203812,0.1617,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1203812,1187227,0.2313,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1187227,1167395,0.2419,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1167395,1047202,0.2545,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1047202,1006406,0.3313,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1006406,984801,0.3573,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,984801,73201,0.3711,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,984801,73201,0.3711,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1864232,1910556,0.1844,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1910556,1912544,0.2129,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1912544,1939330,0.2141,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1939330,2120845,0.2306,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2120845,2140632,0.3423,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2140632,2220637,0.3544,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2220637,2254274,0.4037,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2254274,2616235,0.4243,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2616235,2617254,0.647,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2617254,3177404,0.6476,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,581101,570282,0.2969,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,570282,501530,0.31,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,501530,493669,0.3932,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,493669,62829,0.4027,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1119323,1199648,0.3019,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1199648,1239383,0.3843,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1239383,1506534,0.4251,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1506534,1530626,0.699,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1530626,1784358,0.7237,right
529LxSC_P62_F1_124,Ca21chr5_C_albicans_SC5314,189389,142000,0.5985,left
529LxSC_P62_F1_124,Ca21chr5_C_albicans_SC5314,142000,16201,0.699,left
529LxSC_P62_F1_124,Ca21chr7_C_albicans_SC5314,884936,884939,0.8755,right
529LxSC_P62_F1_124,Ca21chr7_C_albicans_SC5314,884939,925727,0.8755,right
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,1397735,1384740,0.2002,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,1384740,499600,0.2077,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,499600,400679,0.7141,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,400679,180139,0.7707,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,180139,143037,0.8969,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,143037,50691,0.9182,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1435380,1397640,0.0834,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1397640,1395146,0.1075,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1395146,1312822,0.1091,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1312822,1203812,0.1617,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1203812,1187227,0.2313,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1187227,1167395,0.2419,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1167395,1047202,0.2545,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1047202,1006406,0.3313,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1006406,984801,0.3573,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,984801,73201,0.3711,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,984801,73201,0.3711,left
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1864232,1910556,0.1844,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1910556,1912544,0.2129,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1912544,1939330,0.2141,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,1939330,2120845,0.2306,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2120845,2140632,0.3423,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2140632,2220637,0.3544,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2220637,2254274,0.4037,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2254274,2616235,0.4243,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2616235,2617254,0.647,right
529LxSC_P62_F1_124,Ca21chr1_C_albicans_SC5314,2617254,3177404,0.6476,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,581101,570282,0.2969,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,570282,501530,0.31,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,501530,493669,0.3932,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,493669,62829,0.4027,left
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1119323,1199648,0.3019,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1199648,1239383,0.3843,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1239383,1506534,0.4251,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1506534,1530626,0.699,right
529LxSC_P62_F1_124,Ca21chr3_C_albicans_SC5314,1530626,1784358,0.7237,right
529LxSC_P62_F1_124,Ca21chr5_C_albicans_SC5314,189389,142000,0.5985,left
529LxSC_P62_F1_124,Ca21chr5_C_albicans_SC5314,142000,16201,0.699,left
529LxSC_P62_F1_124,Ca21chr7_C_albicans_SC5314,884936,884939,0.8755,right
529LxSC_P62_F1_124,Ca21chr7_C_albicans_SC5314,884939,925727,0.8755,right
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,1397735,1384740,0.2002,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,1384740,499600,0.2077,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,499600,400679,0.7141,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,400679,180139,0.7707,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,180139,143037,0.8969,left
529LxSC_P62_F1_124,Ca21chrR_C_albicans_SC5314,143037,50691,0.9182,left
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,573594,36877,0.6337,left
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2220637,2230627,0.4037,right
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2230627,2776315,0.4098,right
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2776315,2910094,0.7455,right
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2910094,3177404,0.8278,right
529LxSC_P68_F7_124,Ca21chr2_C_albicans_SC5314,1803649,1795919,0.0656,left
529LxSC_P68_F7_124,Ca21chr2_C_albicans_SC5314,1795919,38597,0.0696,left
529LxSC_P68_F7_124,Ca21chr3_C_albicans_SC5314,1611370,1611373,0.8066,right
529LxSC_P68_F7_124,Ca21chr3_C_albicans_SC5314,1611373,1785101,0.8066,right
529LxSC_P68_F7_124,Ca21chr4_C_albicans_SC5314,260945,254272,0.7381,left
529LxSC_P68_F7_124,Ca21chr4_C_albicans_SC5314,254272,30789,0.7448,left
529LxSC_P68_F7_124,Ca21chr4_C_albicans_SC5314,1005224,1505052,0.0179,right
529LxSC_P68_F7_124,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,462896,185714,0.5295,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,185714,158560,0.8112,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,158560,10035,0.8388,left
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,812529,573594,0.4811,left
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,573594,36877,0.6337,left
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2220637,2230627,0.4037,right
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2230627,2776315,0.4098,right
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2776315,2910094,0.7455,right
529LxSC_P68_F7_124,Ca21chr1_C_albicans_SC5314,2910094,3177404,0.8278,right
529LxSC_P68_F7_124,Ca21chr2_C_albicans_SC5314,1803649,1795919,0.0656,left
529LxSC_P68_F7_124,Ca21chr2_C_albicans_SC5314,1795919,38597,0.0696,left
529LxSC_P68_F7_124,Ca21chr3_C_albicans_SC5314,1611370,1611373,0.8066,right
529LxSC_P68_F7_124,Ca21chr3_C_albicans_SC5314,1611373,1785101,0.8066,right
529LxSC_P68_F7_124,Ca21chr4_C_albicans_SC5314,260945,254272,0.7381,left
529LxSC_P68_F7_124,Ca21chr4_C_albicans_SC5314,254272,30789,0.7448,left
529LxSC_P68_F7_124,Ca21chr4_C_albicans_SC5314,1005224,1505052,0.0179,right
529LxSC_P68_F7_124,Ca21chr5_C_albicans_SC5314,337051,6413,0.2855,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,462899,462896,0.5295,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,462896,185714,0.5295,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,185714,158560,0.8112,left
529LxSC_P68_F7_124,Ca21chr6_C_albicans_SC5314,158560,10035,0.8388,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1397640,1395146,0.1075,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1395146,1260230,0.1091,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1260230,1211950,0.1952,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1211950,1210153,0.2261,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1210153,1176813,0.2272,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1176813,1167395,0.2485,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1167395,1096953,0.2545,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1096953,893375,0.2995,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,893375,842973,0.4295,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,842973,530998,0.4617,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,530998,449061,0.6609,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,449061,73201,0.7132,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,449061,73201,0.7132,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1821202,1910556,0.1579,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1910556,1912544,0.2129,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1912544,1939330,0.2141,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1939330,2120845,0.2306,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2120845,2173087,0.3423,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2173087,2220637,0.3744,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2220637,2254274,0.4037,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2254274,2616235,0.4243,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2616235,2618016,0.647,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2618016,2774165,0.6481,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2774165,2948296,0.7442,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2948296,3073510,0.8513,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,3073510,3091437,0.9283,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,3091437,3177404,0.9394,right
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,1850976,1803649,0.0411,left
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,1803649,883137,0.0656,left
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,883137,883134,0.5425,left
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,883134,405404,0.5425,left
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,405404,369569,0.79,left
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,369569,38597,0.8085,left
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,2042921,2066227,0.379,right
529LxSC_P72_F11_188,Ca21chr2_C_albicans_SC5314,2066227,2225880,0.4564,right
529LxSC_P72_F11_188,Ca21chr3_C_albicans_SC5314,1327538,1489005,0.5155,right
529LxSC_P72_F11_188,Ca21chr3_C_albicans_SC5314,1489005,1785101,0.6811,right
529LxSC_P72_F11_188,Ca21chr3_C_albicans_SC5314,1489005,1785101,0.6811,right
529LxSC_P72_F11_188,Ca21chr5_C_albicans_SC5314,299686,271742,0.3647,left
529LxSC_P72_F11_188,Ca21chr5_C_albicans_SC5314,271742,6413,0.424,left
529LxSC_P72_F11_188,Ca21chr5_C_albicans_SC5314,715045,715048,0.3401,right
529LxSC_P72_F11_188,Ca21chr5_C_albicans_SC5314,715048,1118424,0.3401,right
529LxSC_P72_F11_188,Ca21chr6_C_albicans_SC5314,697216,695898,0.2913,left
529LxSC_P72_F11_188,Ca21chr6_C_albicans_SC5314,695898,10035,0.2926,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1397640,1395146,0.1075,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1395146,1260230,0.1091,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1260230,1211950,0.1952,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1211950,1210153,0.2261,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1210153,1176813,0.2272,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1176813,1167395,0.2485,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1167395,1096953,0.2545,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1096953,893375,0.2995,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,893375,842973,0.4295,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,842973,530998,0.4617,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,530998,449061,0.6609,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,449061,73201,0.7132,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,449061,73201,0.7132,left
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1821202,1910556,0.1579,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1910556,1912544,0.2129,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1912544,1939330,0.2141,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,1939330,2120845,0.2306,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2120845,2173087,0.3423,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2173087,2220637,0.3744,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2220637,2254274,0.4037,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2254274,2616235,0.4243,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2616235,2618016,0.647,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2618016,2774165,0.6481,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2774165,2948296,0.7442,right
529LxSC_P72_F11_188,Ca21chr1_C_albicans_SC5314,2948296,3073510,0.8513,right
