Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,780145,566544,213601,Ca21chr6_C_albicans_SC5314:780145,Ca21chr6_C_albicans_SC5314:566544,2609
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,566544,566479,65,Ca21chr6_C_albicans_SC5314:566544,Ca21chr6_C_albicans_SC5314:566479,2616
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,566479,475556,90923,Ca21chr6_C_albicans_SC5314:566479,Ca21chr6_C_albicans_SC5314:475556,3381
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,475556,475184,372,Ca21chr6_C_albicans_SC5314:475556,Ca21chr6_C_albicans_SC5314:475184,3384
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,475184,318201,156983,Ca21chr6_C_albicans_SC5314:475184,Ca21chr6_C_albicans_SC5314:318201,4841
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,318201,318028,173,Ca21chr6_C_albicans_SC5314:318201,Ca21chr6_C_albicans_SC5314:318028,4847
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,318028,212379,105649,Ca21chr6_C_albicans_SC5314:318028,Ca21chr6_C_albicans_SC5314:212379,5664
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,212379,212378,1,Ca21chr6_C_albicans_SC5314:212379,Ca21chr6_C_albicans_SC5314:212378,5716
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,212378,212374,4,Ca21chr6_C_albicans_SC5314:212378,Ca21chr6_C_albicans_SC5314:212374,5717
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,212374,212370,4,Ca21chr6_C_albicans_SC5314:212374,Ca21chr6_C_albicans_SC5314:212370,5735
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,212370,212367,3,Ca21chr6_C_albicans_SC5314:212370,Ca21chr6_C_albicans_SC5314:212367,5741
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,212367,212362,5,Ca21chr6_C_albicans_SC5314:212367,Ca21chr6_C_albicans_SC5314:212362,5742
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,212362,207249,5113,Ca21chr6_C_albicans_SC5314:212362,Ca21chr6_C_albicans_SC5314:207249,5746
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,207249,200345,6904,Ca21chr6_C_albicans_SC5314:207249,Ca21chr6_C_albicans_SC5314:200345,5825
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,200345,199394,951,Ca21chr6_C_albicans_SC5314:200345,Ca21chr6_C_albicans_SC5314:199394,5842
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,199394,198408,986,Ca21chr6_C_albicans_SC5314:199394,Ca21chr6_C_albicans_SC5314:198408,5857
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,198408,188521,9887,Ca21chr6_C_albicans_SC5314:198408,Ca21chr6_C_albicans_SC5314:188521,5972
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,188521,173882,14639,Ca21chr6_C_albicans_SC5314:188521,Ca21chr6_C_albicans_SC5314:173882,6186
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,173882,173572,310,Ca21chr6_C_albicans_SC5314:173882,Ca21chr6_C_albicans_SC5314:173572,6187
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr6_C_albicans_SC5314,173572,8842,173572,Ca21chr6_C_albicans_SC5314:173572,Ca21chr6_C_albicans_SC5314:8842,8902
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,336555,336518,37,Ca21chr7_C_albicans_SC5314:336555,Ca21chr7_C_albicans_SC5314:336518,1992
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,336518,203631,132887,Ca21chr7_C_albicans_SC5314:336518,Ca21chr7_C_albicans_SC5314:203631,5061
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,203631,203394,237,Ca21chr7_C_albicans_SC5314:203631,Ca21chr7_C_albicans_SC5314:203394,5111
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,203394,186541,16853,Ca21chr7_C_albicans_SC5314:203394,Ca21chr7_C_albicans_SC5314:186541,5914
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,186541,186087,454,Ca21chr7_C_albicans_SC5314:186541,Ca21chr7_C_albicans_SC5314:186087,5972
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,186087,122656,63431,Ca21chr7_C_albicans_SC5314:186087,Ca21chr7_C_albicans_SC5314:122656,8893
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,122656,122631,25,Ca21chr7_C_albicans_SC5314:122656,Ca21chr7_C_albicans_SC5314:122631,8902
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,122631,75526,47105,Ca21chr7_C_albicans_SC5314:122631,Ca21chr7_C_albicans_SC5314:75526,10592
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,75526,75293,233,Ca21chr7_C_albicans_SC5314:75526,Ca21chr7_C_albicans_SC5314:75293,10593
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,75293,628,75293,Ca21chr7_C_albicans_SC5314:75293,Ca21chr7_C_albicans_SC5314:628,12951
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,428474,428648,174,Ca21chr7_C_albicans_SC5314:428474,Ca21chr7_C_albicans_SC5314:428648,157
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,428648,435110,6462,Ca21chr7_C_albicans_SC5314:428648,Ca21chr7_C_albicans_SC5314:435110,250
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,435110,435212,102,Ca21chr7_C_albicans_SC5314:435110,Ca21chr7_C_albicans_SC5314:435212,265
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,435212,521432,86220,Ca21chr7_C_albicans_SC5314:435212,Ca21chr7_C_albicans_SC5314:521432,2008
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,521432,522732,1300,Ca21chr7_C_albicans_SC5314:521432,Ca21chr7_C_albicans_SC5314:522732,2009
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,522732,607942,85210,Ca21chr7_C_albicans_SC5314:522732,Ca21chr7_C_albicans_SC5314:607942,2368
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,607942,608748,806,Ca21chr7_C_albicans_SC5314:607942,Ca21chr7_C_albicans_SC5314:608748,2369
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,608748,674256,65508,Ca21chr7_C_albicans_SC5314:608748,Ca21chr7_C_albicans_SC5314:674256,3618
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,674256,675313,1057,Ca21chr7_C_albicans_SC5314:674256,Ca21chr7_C_albicans_SC5314:675313,3619
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,675313,756027,80714,Ca21chr7_C_albicans_SC5314:675313,Ca21chr7_C_albicans_SC5314:756027,5107
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,756027,756729,702,Ca21chr7_C_albicans_SC5314:756027,Ca21chr7_C_albicans_SC5314:756729,5108
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,756729,764113,7384,Ca21chr7_C_albicans_SC5314:756729,Ca21chr7_C_albicans_SC5314:764113,5242
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,764113,766813,2700,Ca21chr7_C_albicans_SC5314:764113,Ca21chr7_C_albicans_SC5314:766813,5243
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,766813,779149,12336,Ca21chr7_C_albicans_SC5314:766813,Ca21chr7_C_albicans_SC5314:779149,6126
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,779149,779730,581,Ca21chr7_C_albicans_SC5314:779149,Ca21chr7_C_albicans_SC5314:779730,6130
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,779730,788792,9062,Ca21chr7_C_albicans_SC5314:779730,Ca21chr7_C_albicans_SC5314:788792,6826
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,788792,788835,43,Ca21chr7_C_albicans_SC5314:788792,Ca21chr7_C_albicans_SC5314:788835,6844
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,788835,817681,28846,Ca21chr7_C_albicans_SC5314:788835,Ca21chr7_C_albicans_SC5314:817681,8578
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,817681,821269,3588,Ca21chr7_C_albicans_SC5314:817681,Ca21chr7_C_albicans_SC5314:821269,8585
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,821269,922490,101221,Ca21chr7_C_albicans_SC5314:821269,Ca21chr7_C_albicans_SC5314:922490,11678
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,922490,923564,1074,Ca21chr7_C_albicans_SC5314:922490,Ca21chr7_C_albicans_SC5314:923564,11679
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,923564,926698,3134,Ca21chr7_C_albicans_SC5314:923564,Ca21chr7_C_albicans_SC5314:926698,11807
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,926698,929142,2444,Ca21chr7_C_albicans_SC5314:926698,Ca21chr7_C_albicans_SC5314:929142,11821
MAnderson017_143_R225-2_S46.sort.GT,Ca21chr7_C_albicans_SC5314,929142,941005,20858,Ca21chr7_C_albicans_SC5314:929142,Ca21chr7_C_albicans_SC5314:941005,12521
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1698176,1695392,2784,Ca21chrR_C_albicans_SC5314:1698176,Ca21chrR_C_albicans_SC5314:1695392,305
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1695392,1647593,47799,Ca21chrR_C_albicans_SC5314:1695392,Ca21chrR_C_albicans_SC5314:1647593,539
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1647593,1647282,311,Ca21chrR_C_albicans_SC5314:1647593,Ca21chrR_C_albicans_SC5314:1647282,541
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1647282,1325384,321898,Ca21chrR_C_albicans_SC5314:1647282,Ca21chrR_C_albicans_SC5314:1325384,4374
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1325384,1324931,453,Ca21chrR_C_albicans_SC5314:1325384,Ca21chrR_C_albicans_SC5314:1324931,4383
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1324931,1129027,195904,Ca21chrR_C_albicans_SC5314:1324931,Ca21chrR_C_albicans_SC5314:1129027,7234
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1129027,1129009,18,Ca21chrR_C_albicans_SC5314:1129027,Ca21chrR_C_albicans_SC5314:1129009,7240
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1129009,1128608,401,Ca21chrR_C_albicans_SC5314:1129009,Ca21chrR_C_albicans_SC5314:1128608,7271
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1128608,1126831,1777,Ca21chrR_C_albicans_SC5314:1128608,Ca21chrR_C_albicans_SC5314:1126831,7344
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1126831,1126568,263,Ca21chrR_C_albicans_SC5314:1126831,Ca21chrR_C_albicans_SC5314:1126568,7361
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1126568,1121969,4599,Ca21chrR_C_albicans_SC5314:1126568,Ca21chrR_C_albicans_SC5314:1121969,7375
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1121969,1121063,906,Ca21chrR_C_albicans_SC5314:1121969,Ca21chrR_C_albicans_SC5314:1121063,7406
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1121063,1116764,4299,Ca21chrR_C_albicans_SC5314:1121063,Ca21chrR_C_albicans_SC5314:1116764,7554
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1116764,1116565,199,Ca21chrR_C_albicans_SC5314:1116764,Ca21chrR_C_albicans_SC5314:1116565,7559
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1116565,1109283,7282,Ca21chrR_C_albicans_SC5314:1116565,Ca21chrR_C_albicans_SC5314:1109283,7670
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1109283,1107559,1724,Ca21chrR_C_albicans_SC5314:1109283,Ca21chrR_C_albicans_SC5314:1107559,7671
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1107559,1097848,9711,Ca21chrR_C_albicans_SC5314:1107559,Ca21chrR_C_albicans_SC5314:1097848,7885
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1097848,1094507,3341,Ca21chrR_C_albicans_SC5314:1097848,Ca21chrR_C_albicans_SC5314:1094507,7887
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1094507,1091318,3189,Ca21chrR_C_albicans_SC5314:1094507,Ca21chrR_C_albicans_SC5314:1091318,8047
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1091318,1091287,31,Ca21chrR_C_albicans_SC5314:1091318,Ca21chrR_C_albicans_SC5314:1091287,8048
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1091287,1021235,70052,Ca21chrR_C_albicans_SC5314:1091287,Ca21chrR_C_albicans_SC5314:1021235,8564
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1021235,1016019,5216,Ca21chrR_C_albicans_SC5314:1021235,Ca21chrR_C_albicans_SC5314:1016019,8597
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1016019,961826,54193,Ca21chrR_C_albicans_SC5314:1016019,Ca21chrR_C_albicans_SC5314:961826,8998
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,961826,960804,1022,Ca21chrR_C_albicans_SC5314:961826,Ca21chrR_C_albicans_SC5314:960804,9022
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,960804,642141,318663,Ca21chrR_C_albicans_SC5314:960804,Ca21chrR_C_albicans_SC5314:642141,11821
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,642141,641924,217,Ca21chrR_C_albicans_SC5314:642141,Ca21chrR_C_albicans_SC5314:641924,11863
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,641924,592109,49815,Ca21chrR_C_albicans_SC5314:641924,Ca21chrR_C_albicans_SC5314:592109,12257
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,592109,590702,1407,Ca21chrR_C_albicans_SC5314:592109,Ca21chrR_C_albicans_SC5314:590702,12258
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,590702,589579,1123,Ca21chrR_C_albicans_SC5314:590702,Ca21chrR_C_albicans_SC5314:589579,12261
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,589579,587453,2126,Ca21chrR_C_albicans_SC5314:589579,Ca21chrR_C_albicans_SC5314:587453,12281
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,587453,495115,92338,Ca21chrR_C_albicans_SC5314:587453,Ca21chrR_C_albicans_SC5314:495115,13419
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,495115,493874,1241,Ca21chrR_C_albicans_SC5314:495115,Ca21chrR_C_albicans_SC5314:493874,13521
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,493874,215739,278135,Ca21chrR_C_albicans_SC5314:493874,Ca21chrR_C_albicans_SC5314:215739,16608
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,215739,215032,707,Ca21chrR_C_albicans_SC5314:215739,Ca21chrR_C_albicans_SC5314:215032,16688
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,215032,207658,7374,Ca21chrR_C_albicans_SC5314:215032,Ca21chrR_C_albicans_SC5314:207658,16778
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,207658,207580,78,Ca21chrR_C_albicans_SC5314:207658,Ca21chrR_C_albicans_SC5314:207580,16779
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,207580,172605,34975,Ca21chrR_C_albicans_SC5314:207580,Ca21chrR_C_albicans_SC5314:172605,17950
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,172605,171649,956,Ca21chrR_C_albicans_SC5314:172605,Ca21chrR_C_albicans_SC5314:171649,17951
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,171649,149762,21887,Ca21chrR_C_albicans_SC5314:171649,Ca21chrR_C_albicans_SC5314:149762,18480
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,149762,149346,416,Ca21chrR_C_albicans_SC5314:149762,Ca21chrR_C_albicans_SC5314:149346,18481
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,149346,7075,149346,Ca21chrR_C_albicans_SC5314:149346,Ca21chrR_C_albicans_SC5314:7075,21284
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1748643,1787281,38638,Ca21chrR_C_albicans_SC5314:1748643,Ca21chrR_C_albicans_SC5314:1787281,240
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1787281,1792294,5013,Ca21chrR_C_albicans_SC5314:1787281,Ca21chrR_C_albicans_SC5314:1792294,242
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1792294,1881043,88749,Ca21chrR_C_albicans_SC5314:1792294,Ca21chrR_C_albicans_SC5314:1881043,986
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1881043,1881186,143,Ca21chrR_C_albicans_SC5314:1881043,Ca21chrR_C_albicans_SC5314:1881186,987
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1881186,1885763,4577,Ca21chrR_C_albicans_SC5314:1881186,Ca21chrR_C_albicans_SC5314:1885763,1159
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1885763,1886860,1097,Ca21chrR_C_albicans_SC5314:1885763,Ca21chrR_C_albicans_SC5314:1886860,1165
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1886860,1932979,46119,Ca21chrR_C_albicans_SC5314:1886860,Ca21chrR_C_albicans_SC5314:1932979,1942
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1932979,1935285,2306,Ca21chrR_C_albicans_SC5314:1932979,Ca21chrR_C_albicans_SC5314:1935285,1944
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,1935285,2169323,234038,Ca21chrR_C_albicans_SC5314:1935285,Ca21chrR_C_albicans_SC5314:2169323,4488
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,2169323,2170012,689,Ca21chrR_C_albicans_SC5314:2169323,Ca21chrR_C_albicans_SC5314:2170012,4520
MAnderson017_143_R225-2_S46.sort.GT,Ca21chrR_C_albicans_SC5314,2170012,2284735,119988,Ca21chrR_C_albicans_SC5314:2170012,Ca21chrR_C_albicans_SC5314:2284735,5381
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1256482,1255424,1058,Ca21chr1_C_albicans_SC5314:1256482,Ca21chr1_C_albicans_SC5314:1255424,1944
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1255424,1025361,230063,Ca21chr1_C_albicans_SC5314:1255424,Ca21chr1_C_albicans_SC5314:1025361,4226
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1025361,1024524,837,Ca21chr1_C_albicans_SC5314:1025361,Ca21chr1_C_albicans_SC5314:1024524,4234
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1024524,1021283,3241,Ca21chr1_C_albicans_SC5314:1024524,Ca21chr1_C_albicans_SC5314:1021283,4254
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1021283,1021267,16,Ca21chr1_C_albicans_SC5314:1021283,Ca21chr1_C_albicans_SC5314:1021267,4255
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1021267,46173,975094,Ca21chr1_C_albicans_SC5314:1021267,Ca21chr1_C_albicans_SC5314:46173,14006
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,46173,45678,495,Ca21chr1_C_albicans_SC5314:46173,Ca21chr1_C_albicans_SC5314:45678,14009
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,45678,44496,1182,Ca21chr1_C_albicans_SC5314:45678,Ca21chr1_C_albicans_SC5314:44496,14037
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,44496,41256,3240,Ca21chr1_C_albicans_SC5314:44496,Ca21chr1_C_albicans_SC5314:41256,14048
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,41256,12735,41256,Ca21chr1_C_albicans_SC5314:41256,Ca21chr1_C_albicans_SC5314:12735,14452
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1631057,1639156,8099,Ca21chr1_C_albicans_SC5314:1631057,Ca21chr1_C_albicans_SC5314:1639156,501
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1639156,1808031,168875,Ca21chr1_C_albicans_SC5314:1639156,Ca21chr1_C_albicans_SC5314:1808031,956
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1808031,1809371,1340,Ca21chr1_C_albicans_SC5314:1808031,Ca21chr1_C_albicans_SC5314:1809371,957
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1809371,1902458,93087,Ca21chr1_C_albicans_SC5314:1809371,Ca21chr1_C_albicans_SC5314:1902458,1456
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1902458,1905792,3334,Ca21chr1_C_albicans_SC5314:1902458,Ca21chr1_C_albicans_SC5314:1905792,1457
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1905792,1985725,79933,Ca21chr1_C_albicans_SC5314:1905792,Ca21chr1_C_albicans_SC5314:1985725,1830
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1985725,1986676,951,Ca21chr1_C_albicans_SC5314:1985725,Ca21chr1_C_albicans_SC5314:1986676,1833
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,1986676,2006536,19860,Ca21chr1_C_albicans_SC5314:1986676,Ca21chr1_C_albicans_SC5314:2006536,1920
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2006536,2007642,1106,Ca21chr1_C_albicans_SC5314:2006536,Ca21chr1_C_albicans_SC5314:2007642,1941
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2007642,2235310,227668,Ca21chr1_C_albicans_SC5314:2007642,Ca21chr1_C_albicans_SC5314:2235310,3877
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2235310,2236191,881,Ca21chr1_C_albicans_SC5314:2235310,Ca21chr1_C_albicans_SC5314:2236191,3903
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2236191,2345665,109474,Ca21chr1_C_albicans_SC5314:2236191,Ca21chr1_C_albicans_SC5314:2345665,5102
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2345665,2345789,124,Ca21chr1_C_albicans_SC5314:2345665,Ca21chr1_C_albicans_SC5314:2345789,5103
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2345789,2805396,459607,Ca21chr1_C_albicans_SC5314:2345789,Ca21chr1_C_albicans_SC5314:2805396,10856
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2805396,2812630,7234,Ca21chr1_C_albicans_SC5314:2805396,Ca21chr1_C_albicans_SC5314:2812630,10858
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,2812630,3165422,352792,Ca21chr1_C_albicans_SC5314:2812630,Ca21chr1_C_albicans_SC5314:3165422,15282
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,3165422,3166181,759,Ca21chr1_C_albicans_SC5314:3165422,Ca21chr1_C_albicans_SC5314:3166181,15322
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,3166181,3178930,12749,Ca21chr1_C_albicans_SC5314:3166181,Ca21chr1_C_albicans_SC5314:3178930,15690
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,3178930,3178972,42,Ca21chr1_C_albicans_SC5314:3178930,Ca21chr1_C_albicans_SC5314:3178972,15691
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr1_C_albicans_SC5314,3178972,3185229,11028,Ca21chr1_C_albicans_SC5314:3178972,Ca21chr1_C_albicans_SC5314:3185229,15824
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr2_C_albicans_SC5314,1866523,1861634,4889,Ca21chr2_C_albicans_SC5314:1866523,Ca21chr2_C_albicans_SC5314:1861634,512
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr2_C_albicans_SC5314,1861634,1665282,196352,Ca21chr2_C_albicans_SC5314:1861634,Ca21chr2_C_albicans_SC5314:1665282,1993
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr2_C_albicans_SC5314,1665282,1658011,7271,Ca21chr2_C_albicans_SC5314:1665282,Ca21chr2_C_albicans_SC5314:1658011,1994
MAnderson017_146_R225-2_S52.sort.GT,Ca21chr2_C_albicans_SC5314,1658011,1302022,355989,Ca21chr2_C_albicans_SC5314:1658011,Ca21chr2_C_albicans_SC5314:1302022,4715
