Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination End Site (bp), Recombination Event Length (bp), IGV start position, IGV end position, Marker Cat ID#
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1454582,1419489,35093,Ca21chrR_C_albicans_SC5314:1454582,Ca21chrR_C_albicans_SC5314:1419489,3489
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1419489,1412770,6719,Ca21chrR_C_albicans_SC5314:1419489,Ca21chrR_C_albicans_SC5314:1412770,3494
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1412770,1373722,39048,Ca21chrR_C_albicans_SC5314:1412770,Ca21chrR_C_albicans_SC5314:1373722,4030
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1373722,1373341,381,Ca21chrR_C_albicans_SC5314:1373722,Ca21chrR_C_albicans_SC5314:1373341,4031
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1373341,1277029,96312,Ca21chrR_C_albicans_SC5314:1373341,Ca21chrR_C_albicans_SC5314:1277029,4581
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1277029,1276950,79,Ca21chrR_C_albicans_SC5314:1277029,Ca21chrR_C_albicans_SC5314:1276950,4593
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1276950,1126785,150165,Ca21chrR_C_albicans_SC5314:1276950,Ca21chrR_C_albicans_SC5314:1126785,6881
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1126785,1126568,217,Ca21chrR_C_albicans_SC5314:1126785,Ca21chrR_C_albicans_SC5314:1126568,6903
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1126568,1094813,31755,Ca21chrR_C_albicans_SC5314:1126568,Ca21chrR_C_albicans_SC5314:1094813,7439
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1094813,1094507,306,Ca21chrR_C_albicans_SC5314:1094813,Ca21chrR_C_albicans_SC5314:1094507,7449
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1094507,1091354,3153,Ca21chrR_C_albicans_SC5314:1094507,Ca21chrR_C_albicans_SC5314:1091354,7609
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1091354,1090159,1195,Ca21chrR_C_albicans_SC5314:1091354,Ca21chrR_C_albicans_SC5314:1090159,7640
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1090159,1021143,69016,Ca21chrR_C_albicans_SC5314:1090159,Ca21chrR_C_albicans_SC5314:1021143,8117
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1021143,1021063,80,Ca21chrR_C_albicans_SC5314:1021143,Ca21chrR_C_albicans_SC5314:1021063,8118
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1021063,860639,160424,Ca21chrR_C_albicans_SC5314:1021063,Ca21chrR_C_albicans_SC5314:860639,9605
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,860639,860064,575,Ca21chrR_C_albicans_SC5314:860639,Ca21chrR_C_albicans_SC5314:860064,9631
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,860064,733101,126963,Ca21chrR_C_albicans_SC5314:860064,Ca21chrR_C_albicans_SC5314:733101,10925
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,733101,732626,475,Ca21chrR_C_albicans_SC5314:733101,Ca21chrR_C_albicans_SC5314:732626,10932
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,732626,589579,143047,Ca21chrR_C_albicans_SC5314:732626,Ca21chrR_C_albicans_SC5314:589579,11947
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,589579,587453,2126,Ca21chrR_C_albicans_SC5314:589579,Ca21chrR_C_albicans_SC5314:587453,11972
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,587453,497316,90137,Ca21chrR_C_albicans_SC5314:587453,Ca21chrR_C_albicans_SC5314:497316,13009
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,497316,497186,130,Ca21chrR_C_albicans_SC5314:497316,Ca21chrR_C_albicans_SC5314:497186,13025
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,497186,266403,230783,Ca21chrR_C_albicans_SC5314:497186,Ca21chrR_C_albicans_SC5314:266403,14373
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,266403,266105,298,Ca21chrR_C_albicans_SC5314:266403,Ca21chrR_C_albicans_SC5314:266105,14409
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,266105,262800,3305,Ca21chrR_C_albicans_SC5314:266105,Ca21chrR_C_albicans_SC5314:262800,14726
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,262800,262301,499,Ca21chrR_C_albicans_SC5314:262800,Ca21chrR_C_albicans_SC5314:262301,14727
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,262301,237320,24981,Ca21chrR_C_albicans_SC5314:262301,Ca21chrR_C_albicans_SC5314:237320,15201
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,237320,235717,1603,Ca21chrR_C_albicans_SC5314:237320,Ca21chrR_C_albicans_SC5314:235717,15212
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,235717,215739,19978,Ca21chrR_C_albicans_SC5314:235717,Ca21chrR_C_albicans_SC5314:215739,16029
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,215739,215032,707,Ca21chrR_C_albicans_SC5314:215739,Ca21chrR_C_albicans_SC5314:215032,16030
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,215032,144533,70499,Ca21chrR_C_albicans_SC5314:215032,Ca21chrR_C_albicans_SC5314:144533,17977
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,144533,144474,59,Ca21chrR_C_albicans_SC5314:144533,Ca21chrR_C_albicans_SC5314:144474,17979
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,144474,128994,15480,Ca21chrR_C_albicans_SC5314:144474,Ca21chrR_C_albicans_SC5314:128994,18756
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,128994,128935,59,Ca21chrR_C_albicans_SC5314:128994,Ca21chrR_C_albicans_SC5314:128935,18798
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,128935,7075,128935,Ca21chrR_C_albicans_SC5314:128935,Ca21chrR_C_albicans_SC5314:7075,20351
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1841719,1842064,345,Ca21chrR_C_albicans_SC5314:1841719,Ca21chrR_C_albicans_SC5314:1842064,530
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1842064,1890546,48482,Ca21chrR_C_albicans_SC5314:1842064,Ca21chrR_C_albicans_SC5314:1890546,1156
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1890546,1890690,144,Ca21chrR_C_albicans_SC5314:1890546,Ca21chrR_C_albicans_SC5314:1890690,1158
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1890690,1923852,33162,Ca21chrR_C_albicans_SC5314:1890690,Ca21chrR_C_albicans_SC5314:1923852,1748
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1923852,1923972,120,Ca21chrR_C_albicans_SC5314:1923852,Ca21chrR_C_albicans_SC5314:1923972,1749
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,1923972,2010875,86903,Ca21chrR_C_albicans_SC5314:1923972,Ca21chrR_C_albicans_SC5314:2010875,2208
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2010875,2011527,652,Ca21chrR_C_albicans_SC5314:2010875,Ca21chrR_C_albicans_SC5314:2011527,2209
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2011527,2029022,17495,Ca21chrR_C_albicans_SC5314:2011527,Ca21chrR_C_albicans_SC5314:2029022,2319
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2029022,2029210,188,Ca21chrR_C_albicans_SC5314:2029022,Ca21chrR_C_albicans_SC5314:2029210,2320
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2029210,2041585,12375,Ca21chrR_C_albicans_SC5314:2029210,Ca21chrR_C_albicans_SC5314:2041585,2525
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2041585,2041617,32,Ca21chrR_C_albicans_SC5314:2041585,Ca21chrR_C_albicans_SC5314:2041617,2527
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2041617,2066239,24622,Ca21chrR_C_albicans_SC5314:2041617,Ca21chrR_C_albicans_SC5314:2066239,3460
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2066239,2066418,179,Ca21chrR_C_albicans_SC5314:2066239,Ca21chrR_C_albicans_SC5314:2066418,3461
MAnderson017_130_R225-2_S95_R1_001_val_1.sort.GT,Ca21chrR_C_albicans_SC5314,2066418,2284735,223582,Ca21chrR_C_albicans_SC5314:2066418,Ca21chrR_C_albicans_SC5314:2284735,5252
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1561977,1561949,28,Ca21chr1_C_albicans_SC5314:1561977,Ca21chr1_C_albicans_SC5314:1561949,163
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1561949,1421353,140596,Ca21chr1_C_albicans_SC5314:1561949,Ca21chr1_C_albicans_SC5314:1421353,752
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1421353,1421334,19,Ca21chr1_C_albicans_SC5314:1421353,Ca21chr1_C_albicans_SC5314:1421334,756
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1421334,1357790,63544,Ca21chr1_C_albicans_SC5314:1421334,Ca21chr1_C_albicans_SC5314:1357790,1144
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1357790,1356476,1314,Ca21chr1_C_albicans_SC5314:1357790,Ca21chr1_C_albicans_SC5314:1356476,1145
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1356476,1353784,2692,Ca21chr1_C_albicans_SC5314:1356476,Ca21chr1_C_albicans_SC5314:1353784,1150
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1353784,1353690,94,Ca21chr1_C_albicans_SC5314:1353784,Ca21chr1_C_albicans_SC5314:1353690,1156
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1353690,1224712,128978,Ca21chr1_C_albicans_SC5314:1353690,Ca21chr1_C_albicans_SC5314:1224712,1944
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1224712,1223863,849,Ca21chr1_C_albicans_SC5314:1224712,Ca21chr1_C_albicans_SC5314:1223863,1945
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1223863,1219516,4347,Ca21chr1_C_albicans_SC5314:1223863,Ca21chr1_C_albicans_SC5314:1219516,1953
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1219516,1218603,913,Ca21chr1_C_albicans_SC5314:1219516,Ca21chr1_C_albicans_SC5314:1218603,1960
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1218603,1218136,467,Ca21chr1_C_albicans_SC5314:1218603,Ca21chr1_C_albicans_SC5314:1218136,1966
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1218136,1218121,15,Ca21chr1_C_albicans_SC5314:1218136,Ca21chr1_C_albicans_SC5314:1218121,1967
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1218121,1077151,140970,Ca21chr1_C_albicans_SC5314:1218121,Ca21chr1_C_albicans_SC5314:1077151,3622
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1077151,1076898,253,Ca21chr1_C_albicans_SC5314:1077151,Ca21chr1_C_albicans_SC5314:1076898,3627
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1076898,1021663,55235,Ca21chr1_C_albicans_SC5314:1076898,Ca21chr1_C_albicans_SC5314:1021663,4113
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1021663,1021267,396,Ca21chr1_C_albicans_SC5314:1021663,Ca21chr1_C_albicans_SC5314:1021267,4114
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1021267,885875,135392,Ca21chr1_C_albicans_SC5314:1021267,Ca21chr1_C_albicans_SC5314:885875,4984
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,885875,885756,119,Ca21chr1_C_albicans_SC5314:885875,Ca21chr1_C_albicans_SC5314:885756,4986
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,885756,498207,387549,Ca21chr1_C_albicans_SC5314:885756,Ca21chr1_C_albicans_SC5314:498207,8381
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,498207,497574,633,Ca21chr1_C_albicans_SC5314:498207,Ca21chr1_C_albicans_SC5314:497574,8382
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,497574,354359,143215,Ca21chr1_C_albicans_SC5314:497574,Ca21chr1_C_albicans_SC5314:354359,9662
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,354359,353226,1133,Ca21chr1_C_albicans_SC5314:354359,Ca21chr1_C_albicans_SC5314:353226,9685
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,353226,296820,56406,Ca21chr1_C_albicans_SC5314:353226,Ca21chr1_C_albicans_SC5314:296820,10140
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,296820,296383,437,Ca21chr1_C_albicans_SC5314:296820,Ca21chr1_C_albicans_SC5314:296383,10141
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,296383,45384,250999,Ca21chr1_C_albicans_SC5314:296383,Ca21chr1_C_albicans_SC5314:45384,13374
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,45384,45168,216,Ca21chr1_C_albicans_SC5314:45384,Ca21chr1_C_albicans_SC5314:45168,13376
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,45168,44569,599,Ca21chr1_C_albicans_SC5314:45168,Ca21chr1_C_albicans_SC5314:44569,13383
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,44569,44075,494,Ca21chr1_C_albicans_SC5314:44569,Ca21chr1_C_albicans_SC5314:44075,13399
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,44075,37236,6839,Ca21chr1_C_albicans_SC5314:44075,Ca21chr1_C_albicans_SC5314:37236,13525
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,37236,37229,7,Ca21chr1_C_albicans_SC5314:37236,Ca21chr1_C_albicans_SC5314:37229,13533
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,37229,12735,37229,Ca21chr1_C_albicans_SC5314:37229,Ca21chr1_C_albicans_SC5314:12735,13808
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1704936,1705050,114,Ca21chr1_C_albicans_SC5314:1704936,Ca21chr1_C_albicans_SC5314:1705050,696
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1705050,1707464,2414,Ca21chr1_C_albicans_SC5314:1705050,Ca21chr1_C_albicans_SC5314:1707464,747
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1707464,1708564,1100,Ca21chr1_C_albicans_SC5314:1707464,Ca21chr1_C_albicans_SC5314:1708564,754
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,1708564,2006536,297972,Ca21chr1_C_albicans_SC5314:1708564,Ca21chr1_C_albicans_SC5314:2006536,1788
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2006536,2007642,1106,Ca21chr1_C_albicans_SC5314:2006536,Ca21chr1_C_albicans_SC5314:2007642,1794
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2007642,2020077,12435,Ca21chr1_C_albicans_SC5314:2007642,Ca21chr1_C_albicans_SC5314:2020077,1906
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2020077,2020202,125,Ca21chr1_C_albicans_SC5314:2020077,Ca21chr1_C_albicans_SC5314:2020202,1909
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2020202,2164242,144040,Ca21chr1_C_albicans_SC5314:2020202,Ca21chr1_C_albicans_SC5314:2164242,2645
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2164242,2164287,45,Ca21chr1_C_albicans_SC5314:2164242,Ca21chr1_C_albicans_SC5314:2164287,2686
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2164287,2226169,61882,Ca21chr1_C_albicans_SC5314:2164287,Ca21chr1_C_albicans_SC5314:2226169,3473
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2226169,2226909,740,Ca21chr1_C_albicans_SC5314:2226169,Ca21chr1_C_albicans_SC5314:2226909,3476
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2226909,2235068,8159,Ca21chr1_C_albicans_SC5314:2226909,Ca21chr1_C_albicans_SC5314:2235068,3712
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2235068,2235126,58,Ca21chr1_C_albicans_SC5314:2235068,Ca21chr1_C_albicans_SC5314:2235126,3729
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2235126,2292087,56961,Ca21chr1_C_albicans_SC5314:2235126,Ca21chr1_C_albicans_SC5314:2292087,4560
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2292087,2293943,1856,Ca21chr1_C_albicans_SC5314:2292087,Ca21chr1_C_albicans_SC5314:2293943,4563
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2293943,2342632,48689,Ca21chr1_C_albicans_SC5314:2293943,Ca21chr1_C_albicans_SC5314:2342632,4853
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2342632,2343064,432,Ca21chr1_C_albicans_SC5314:2342632,Ca21chr1_C_albicans_SC5314:2343064,4854
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2343064,2352344,9280,Ca21chr1_C_albicans_SC5314:2343064,Ca21chr1_C_albicans_SC5314:2352344,4964
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2352344,2353849,1505,Ca21chr1_C_albicans_SC5314:2352344,Ca21chr1_C_albicans_SC5314:2353849,4975
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2353849,2357311,3462,Ca21chr1_C_albicans_SC5314:2353849,Ca21chr1_C_albicans_SC5314:2357311,4988
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2357311,2358778,1467,Ca21chr1_C_albicans_SC5314:2357311,Ca21chr1_C_albicans_SC5314:2358778,5014
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2358778,2513223,154445,Ca21chr1_C_albicans_SC5314:2358778,Ca21chr1_C_albicans_SC5314:2513223,7112
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2513223,2513902,679,Ca21chr1_C_albicans_SC5314:2513223,Ca21chr1_C_albicans_SC5314:2513902,7116
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,2513902,3020892,506990,Ca21chr1_C_albicans_SC5314:2513902,Ca21chr1_C_albicans_SC5314:3020892,11761
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,3020892,3020982,90,Ca21chr1_C_albicans_SC5314:3020892,Ca21chr1_C_albicans_SC5314:3020982,11793
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr1_C_albicans_SC5314,3020982,3185658,169018,Ca21chr1_C_albicans_SC5314:3020982,Ca21chr1_C_albicans_SC5314:3185658,14770
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1887501,1887442,59,Ca21chr2_C_albicans_SC5314:1887501,Ca21chr2_C_albicans_SC5314:1887442,435
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1887442,1724233,163209,Ca21chr2_C_albicans_SC5314:1887442,Ca21chr2_C_albicans_SC5314:1724233,1635
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1724233,1724173,60,Ca21chr2_C_albicans_SC5314:1724233,Ca21chr2_C_albicans_SC5314:1724173,1639
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1724173,1710215,13958,Ca21chr2_C_albicans_SC5314:1724173,Ca21chr2_C_albicans_SC5314:1710215,1815
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1710215,1709551,664,Ca21chr2_C_albicans_SC5314:1710215,Ca21chr2_C_albicans_SC5314:1709551,1818
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1709551,1664413,45138,Ca21chr2_C_albicans_SC5314:1709551,Ca21chr2_C_albicans_SC5314:1664413,1934
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1664413,1658011,6402,Ca21chr2_C_albicans_SC5314:1664413,Ca21chr2_C_albicans_SC5314:1658011,1942
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1658011,1425446,232565,Ca21chr2_C_albicans_SC5314:1658011,Ca21chr2_C_albicans_SC5314:1425446,3065
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1425446,1423038,2408,Ca21chr2_C_albicans_SC5314:1425446,Ca21chr2_C_albicans_SC5314:1423038,3180
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1423038,1369105,53933,Ca21chr2_C_albicans_SC5314:1423038,Ca21chr2_C_albicans_SC5314:1369105,3668
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1369105,1369012,93,Ca21chr2_C_albicans_SC5314:1369105,Ca21chr2_C_albicans_SC5314:1369012,3690
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1369012,1316863,52149,Ca21chr2_C_albicans_SC5314:1369012,Ca21chr2_C_albicans_SC5314:1316863,4160
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1316863,1316401,462,Ca21chr2_C_albicans_SC5314:1316863,Ca21chr2_C_albicans_SC5314:1316401,4169
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1316401,1297781,18620,Ca21chr2_C_albicans_SC5314:1316401,Ca21chr2_C_albicans_SC5314:1297781,4552
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1297781,1297676,105,Ca21chr2_C_albicans_SC5314:1297781,Ca21chr2_C_albicans_SC5314:1297676,4558
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1297676,1024642,273034,Ca21chr2_C_albicans_SC5314:1297676,Ca21chr2_C_albicans_SC5314:1024642,8816
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1024642,1021799,2843,Ca21chr2_C_albicans_SC5314:1024642,Ca21chr2_C_albicans_SC5314:1021799,8837
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,1021799,991230,30569,Ca21chr2_C_albicans_SC5314:1021799,Ca21chr2_C_albicans_SC5314:991230,8972
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,991230,983337,7893,Ca21chr2_C_albicans_SC5314:991230,Ca21chr2_C_albicans_SC5314:983337,8987
MAnderson017_133_R225-2_S96_R1_001_val_1.sort.GT,Ca21chr2_C_albicans_SC5314,983337,980682,2655,Ca21chr2_C_albicans_SC5314:983337,Ca21chr2_C_albicans_SC5314:980682,8989
