Sample Name, Recombined Chromosome, Recombination Start Site (bp), Recombination Event Length (bp)
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1231884,19934
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1211950,166375
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1045575,804
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1044771,128536
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,916235,73262
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,842973,74263
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,768710,229188
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,539522,23186
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,516336,44836
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,471500,49565
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,421935,261
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,421674,11035
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,410639,3
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,410636,3075
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,407561,47140
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,360421,15067
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,345354,345354
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1615837,152654
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1768491,170839
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1939330,49476
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,1988806,74516
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2063322,42845
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2106167,23134
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2129301,2955
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2132256,8376
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2140632,7451
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2148083,52164
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2200247,14792
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2215039,39235
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2254274,3
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2254277,64853
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2319130,2258
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2321388,80532
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2401920,48529
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2450449,70442
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2520891,12431
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2533322,44735
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2578057,66584
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2644641,36985
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2681626,30609
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2712235,60237
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2772472,9281
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2781753,3917
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2785670,44302
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2829972,80122
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2910094,43850
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2953944,43186
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,2997130,32097
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,3029227,23817
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,3053044,20466
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,3073510,23101
Mixed_Plate_A7_154,Ca21chr1_C_albicans_SC5314,3096611,88389
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1871610,75691
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1795919,115804
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1680115,119364
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1560751,81542
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1479209,64931
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1414278,142106
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1272172,214477
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,1057695,112414
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,945281,22950
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,922331,37975
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,884356,264358
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,619998,165495
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,454503,84934
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,369569,108214
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,261355,133227
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,128128,89531
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,38597,30176
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,8421,8421
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,2022082,6311
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,2028393,164441
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,2192834,2275
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,2195109,16396
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,2211505,12061
Mixed_Plate_A7_154,Ca21chr2_C_albicans_SC5314,2223566,6434
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,626749,45648
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,581101,45897
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,535204,98103
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,437101,5772
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,431329,39157
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,392172,6104
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,386068,96364
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,289704,51780
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,237924,174885
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,63039,13815
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,49224,49224
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,903993,80088
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,984081,100557
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1084638,17587
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1102225,336
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1102561,99675
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1202236,96131
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1298367,15420
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1313787,114594
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1428381,32442
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1460823,10144
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1470967,131451
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1602418,6568
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1608986,1020
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1610006,28034
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1638040,41339
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1679379,46662
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1726041,58317
Mixed_Plate_A7_154,Ca21chr3_C_albicans_SC5314,1784358,10642
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,946445,85198
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,861247,3612
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,857635,174885
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,682750,11022
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,671728,99197
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,572531,47990
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,524541,40162
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,484379,94702
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,389677,5817
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,383860,32581
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,351279,20894
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,330385,106462
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,223923,393
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,223530,223530
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1005224,84673
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1089897,72096
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1161993,150380
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1312373,94745
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1407118,49598
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1456716,103470
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1560186,23664
Mixed_Plate_A7_154,Ca21chr4_C_albicans_SC5314,1583850,16150
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,413387,2579
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,410808,16430
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,394378,66511
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,327867,54547
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,273320,23312
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,250008,136
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,249872,143668
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,106204,5198
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,101006,17928
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,83078,13541
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,69537,23954
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,45583,38006
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,7577,1164
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,6413,6413
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,571678,170734
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,742412,7169
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,749581,36685
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,786266,1362
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,787628,14726
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,802354,50453
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,852807,15781
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,868588,46000
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,914588,27583
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,942171,1015
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,943186,110399
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,1053585,1789
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,1055374,40416
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,1095790,15582
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,1111372,1019
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,1112391,13001
Mixed_Plate_A7_154,Ca21chr5_C_albicans_SC5314,1125392,64608
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,891058,8018
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,883040,267233
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,615807,28800
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,587007,14619
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,572388,39395
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,532993,13592
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,519401,57245
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,462156,209908
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,252248,17361
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,234887,7210
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,227677,5365
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,222312,4527
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,217785,13299
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,204486,31848
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,172638,50474
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,122164,16056
Mixed_Plate_A7_154,Ca21chr6_C_albicans_SC5314,106108,106108
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,369500,2657
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,366843,79461
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,287382,189689
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,97693,10926
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,86767,86767
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,509857,288359
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,798216,5652
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,803868,8797
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,812665,27508
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,840173,29844
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,870017,4860
Mixed_Plate_A7_154,Ca21chr7_C_albicans_SC5314,874877,70123
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1450462,52727
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1397735,97808
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1299927,46859
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1253068,32397
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1220671,63611
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1157060,210756
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,946304,42932
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,903372,1848
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,901524,198918
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,702606,29659
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,672947,332821
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,340126,40005
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,300121,58857
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,241264,7494
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,233770,3353
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,230417,94844
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,135573,47545
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,88028,88028
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1866468,52029
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,1918497,108160
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2026657,15947
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2042604,2286
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2044890,34324
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2079214,1127
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2080341,22598
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2102939,56684
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2159623,53858
Mixed_Plate_A7_154,Ca21chrR_C_albicans_SC5314,2213481,71519
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,1457422,197192
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,1260230,28346
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,1231884,187113
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,1044771,132952
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,911819,68846
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,842973,50113
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,792860,253338
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,539522,23186
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,516336,68082
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,448254,102900
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,345354,345354
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,1615837,372969
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,1988806,151826
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2140632,7451
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2148083,52164
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2200247,14792
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2215039,39235
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2254274,10593
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2264867,44190
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2309057,12331
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2321388,81786
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2403174,21521
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2424695,96196
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2520891,123750
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2644641,353844
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,2998485,30742
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,3029227,23817
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,3053044,106585
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,3159629,17775
Mixed_Plate_B1_156,Ca21chr1_C_albicans_SC5314,3177404,7596
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,1479209,64931
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,1414278,159162
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,1255116,24304
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,1230812,173117
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,1057695,508793
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,548902,94399
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,454503,84934
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,369569,369569
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,2022082,54726
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,2076808,134697
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,2211505,12061
Mixed_Plate_B1_156,Ca21chr2_C_albicans_SC5314,2223566,6434
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,626749,45648
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,581101,105957
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,475144,82972
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,392172,6104
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,386068,96364
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,289704,31916
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,257788,96593
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,161195,98156
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,63039,13815
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,49224,49224
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,930763,53318
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,984081,45651
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1029732,37824
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1067556,17082
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1084638,17587
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1102225,159835
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1262060,16906
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1278966,19401
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1298367,162456
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1460823,10144
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1470967,131451
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1602418,6568
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1608986,1020
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1610006,91705
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1701711,17369
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1719080,66583
Mixed_Plate_B1_156,Ca21chr3_C_albicans_SC5314,1785663,9337
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,952236,90989
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,861247,509968
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,351279,20894
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,330385,109983
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,220402,220402
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,1005224,341160
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,1346384,60734
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,1407118,14614
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,1421732,138454
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,1560186,8413
Mixed_Plate_B1_156,Ca21chr4_C_albicans_SC5314,1568599,31401
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,410808,82941
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,327867,54547
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,273320,1967
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,271353,48548
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,222805,149464
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,73341,688
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,72653,3113
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,69540,3
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,69537,23954
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,45583,38006
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,7577,7577
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,538142,33536
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,571678,170734
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,742412,7169
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,749581,26342
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,775923,26431
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,802354,606
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,802960,10447
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,813407,55181
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,868588,46000
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,914588,27583
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,942171,1015
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,943186,99873
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,1043059,12315
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,1055374,57017
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,1112391,13001
Mixed_Plate_B1_156,Ca21chr5_C_albicans_SC5314,1125392,64608
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,891058,192178
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,698880,7049
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,691831,83409
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,608422,21415
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,587007,44938
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,542069,79913
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,462156,209908
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,252248,63082
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,189166,16528
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,172638,50474
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,122164,98293
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,23871,7299
Mixed_Plate_B1_156,Ca21chr6_C_albicans_SC5314,16572,16572
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,369500,9986
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,359514,72132
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,287382,147672
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,139710,52943
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,86767,86767
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,700782,111883
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,812665,27508
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,840173,29844
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,870017,67309
Mixed_Plate_B1_156,Ca21chr7_C_albicans_SC5314,937326,7674
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,1708283,260959
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,1447324,49589
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,1397735,97808
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,1299927,142867
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,1157060,255536
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,901524,198918
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,702606,402485
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,300121,69704
Mixed_Plate_B1_156,Ca21chrR_C_albicans_SC5314,230417,142389
